source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	curation_effort	references	sources	n_sources	n_primary_sources	n_references	references_stripped
P41235	Q9BWD1	HNF4A	ACAT2	True	True	False	True	True	False	3	CollecTRI:19478207;CollecTRI:22155889;DoRothEA:19478207	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	2	19478207;22155889
Q9Y5W3	Q16665	KLF2	HIF1A	True	False	True	True	False	True	1	CollecTRI:19491109	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	1	19491109
O43524	Q01196	FOXO3	RUNX1	True	True	False	True	True	False	1	CollecTRI:19494111	CollecTRI;ExTRI_CollecTRI	2	1	1	19494111
P04637	P47928	TP53	ID4	True	True	False	True	True	False	3	CollecTRI:19500415;CollecTRI:19783986;CollecTRI:21293053	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	3	19500415;19783986;21293053
P04637	P06702	TP53	S100A9	True	True	False	True	True	False	1	CollecTRI:19534726	CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	5	2	1	19534726
Q02447	Q13873	SP3	BMPR2	True	True	False	True	True	False	1	CollecTRI:19552837	CollecTRI;ExTRI_CollecTRI	2	1	1	19552837
P20226	A6H8Y1	TBP	BDP1	True	True	False	True	True	False	1	CollecTRI:19620725	CollecTRI;ExTRI_CollecTRI	2	1	1	19620725
Q04864	P29323	REL	EPHB2	True	False	True	True	False	True	3	CollecTRI:19621336;DoRothEA:19621336;HTRIdb:19621336	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;JASPAR_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	10	3	1	19621336
Q16236	Q5XPI4	NFE2L2	RNF123	True	True	False	True	True	False	1	CollecTRI:19633057	CollecTRI;ExTRI_CollecTRI	2	1	1	19633057
P10242	Q86Z02	MYB	HIPK1	True	True	False	True	True	False	1	CollecTRI:19646965	CollecTRI;ExTRI_CollecTRI	2	1	1	19646965
P40763	Q14247	STAT3	CTTN	True	True	False	True	True	False	1	CollecTRI:19684620	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	19684620
P51858	P25445	HDGF	FAS	True	True	False	True	True	False	1	CollecTRI:19710540	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	1	19710540
P01106	P16070	MYC	CD44	True	True	False	True	True	False	3	CollecTRI:19738061;CollecTRI:22002305;CollecTRI:22911891	CollecTRI;ExTRI_CollecTRI	2	1	3	19738061;22002305;22911891
P17676	P0DJI8	CEBPB	SAA1	True	True	False	True	True	False	4	CollecTRI:12410800;CollecTRI:19755416;CollecTRI:8196668;DoRothEA:12410800	CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	9	2	3	12410800;19755416;8196668
P16220	Q99102	CREB1	MUC4	True	True	False	True	True	False	3	CollecTRI:11418607;CollecTRI:19757157;DoRothEA:19757157	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;SIGNOR_CollecTRI;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	10	2	2	11418607;19757157
P19419	Q99102	ELK1	MUC4	True	True	False	True	True	False	3	CollecTRI:19757157;DoRothEA:19757157;SIGNOR:19757157	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR;SIGNOR_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	8	3	1	19757157
P14921	Q99102	ETS1	MUC4	True	True	False	True	True	False	3	CollecTRI:19757157;DoRothEA:19757157;SIGNOR:19757157	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR;SIGNOR_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	8	3	1	19757157
P18146	P16949	EGR1	STMN1	True	True	False	True	True	False	2	CollecTRI:19786090;DoRothEA:19786090	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;PAZAR_DoRothEA;ReMap_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	8	2	1	19786090
Q14186	O95997	TFDP1	PTTG1	True	True	False	True	True	False	1	CollecTRI:19837943	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	19837943
P17676	P14555	CEBPB	PLA2G2A	True	True	False	True	True	False	1	CollecTRI:19850938	CollecTRI;ExTRI_CollecTRI	2	1	1	19850938
COMPLEX:Q04206	P14555	RELA	PLA2G2A	True	True	False	True	True	False	2	CollecTRI:11899260;CollecTRI:19850938	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	2	11899260;19850938
COMPLEX:P19838	P14555	NFKB1	PLA2G2A	True	True	False	True	True	False	2	CollecTRI:11899260;CollecTRI:19850938	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	2	11899260;19850938
COMPLEX:Q01201	P14555	RELB	PLA2G2A	True	True	False	True	True	False	2	CollecTRI:11899260;CollecTRI:19850938	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	2	11899260;19850938
COMPLEX:Q00653	P14555	NFKB2	PLA2G2A	True	True	False	True	True	False	2	CollecTRI:11899260;CollecTRI:19850938	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	2	11899260;19850938
COMPLEX:Q04864	P14555	REL	PLA2G2A	True	True	False	True	True	False	2	CollecTRI:11899260;CollecTRI:19850938	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	2	11899260;19850938
P25791	Q03112	LMO2	MECOM	True	True	False	True	True	False	1	CollecTRI:19862821	CollecTRI;ExTRI_CollecTRI	2	1	1	19862821
P84022	Q15262	SMAD3	PTPRK	True	True	False	True	True	False	1	CollecTRI:19864455	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	19864455
Q13485	Q15262	SMAD4	PTPRK	True	True	False	True	True	False	1	CollecTRI:19864455	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	19864455
P15923	O15392	TCF3	BIRC5	True	True	False	True	True	False	1	CollecTRI:19887369	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	19887369
COMPLEX:Q04206	Q6UX06	RELA	OLFM4	True	True	False	True	True	False	2	CollecTRI:18764868;CollecTRI:19908244	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	2	18764868;19908244
COMPLEX:P19838	Q6UX06	NFKB1	OLFM4	True	True	False	True	True	False	2	CollecTRI:18764868;CollecTRI:19908244	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	2	18764868;19908244
COMPLEX:Q01201	Q6UX06	RELB	OLFM4	True	True	False	True	True	False	2	CollecTRI:18764868;CollecTRI:19908244	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	2	18764868;19908244
COMPLEX:Q00653	Q6UX06	NFKB2	OLFM4	True	True	False	True	True	False	2	CollecTRI:18764868;CollecTRI:19908244	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	2	18764868;19908244
COMPLEX:Q04864	Q6UX06	REL	OLFM4	True	True	False	True	True	False	2	CollecTRI:18764868;CollecTRI:19908244	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	4	1	2	18764868;19908244
Q04206	Q6UX06	RELA	OLFM4	True	True	False	True	True	False	3	CollecTRI:18764868;CollecTRI:19908244;DoRothEA:18764868	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	2	18764868;19908244
COMPLEX:P05412	O43251	JUN	RBFOX2	True	True	False	True	True	False	2	CollecTRI:19939924;CollecTRI:9839693	CollecTRI;ExTRI_CollecTRI	2	1	2	19939924;9839693
COMPLEX:P17275	O43251	JUNB	RBFOX2	True	True	False	True	True	False	2	CollecTRI:19939924;CollecTRI:9839693	CollecTRI;ExTRI_CollecTRI	2	1	2	19939924;9839693
COMPLEX:P17535	O43251	JUND	RBFOX2	True	True	False	True	True	False	2	CollecTRI:19939924;CollecTRI:9839693	CollecTRI;ExTRI_CollecTRI	2	1	2	19939924;9839693
P01100	O43251	FOS	RBFOX2	True	True	False	True	True	False	1	CollecTRI:19939924	CollecTRI;DoRothEA;ExTRI_CollecTRI;PAZAR_DoRothEA	4	2	1	19939924
COMPLEX:P05412	P19957	JUN	PI3	True	True	False	True	True	False	4	CollecTRI:19962414;CollecTRI:9115394;CollecTRI:9360994;CollecTRI:9377579	CollecTRI;ExTRI_CollecTRI	2	1	4	19962414;9115394;9360994;9377579
COMPLEX:P17275	P19957	JUNB	PI3	True	True	False	True	True	False	4	CollecTRI:19962414;CollecTRI:9115394;CollecTRI:9360994;CollecTRI:9377579	CollecTRI;ExTRI_CollecTRI	2	1	4	19962414;9115394;9360994;9377579
COMPLEX:P17535	P19957	JUND	PI3	True	True	False	True	True	False	4	CollecTRI:19962414;CollecTRI:9115394;CollecTRI:9360994;CollecTRI:9377579	CollecTRI;ExTRI_CollecTRI	2	1	4	19962414;9115394;9360994;9377579
P42224	P11912	STAT1	CD79A	True	True	False	True	True	False	1	CollecTRI:20016942	CollecTRI;ExTRI_CollecTRI	2	1	1	20016942
Q99612	O95997	KLF6	PTTG1	True	False	True	True	False	True	2	CollecTRI:20116377;CollecTRI:23977008	CollecTRI;DoRothEA;ExTRI_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	2	20116377;23977008
P98177	Q16665	FOXO4	HIF1A	True	False	True	True	False	True	2	CollecTRI:12761217;CollecTRI:20136501	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	2	12761217;20136501
P08047	Q9UBM1	SP1	PEMT	True	False	True	True	False	True	1	CollecTRI:20150657	CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI	3	1	1	20150657
P04150	P25815	NR3C1	S100P	True	True	False	True	True	False	3	CollecTRI:20155429;CollecTRI:21751241;DoRothEA:21751241	CollecTRI;DoRothEA;ExTRI_CollecTRI;HOCOMOCO_DoRothEA;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	7	2	2	20155429;21751241
O14867	Q9NP59	BACH1	SLC40A1	True	True	False	True	True	False	1	CollecTRI:20179090	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	20179090
Q16236	Q9NP59	NFE2L2	SLC40A1	True	True	False	True	True	False	1	CollecTRI:20179090	CollecTRI;ExTRI_CollecTRI	2	1	1	20179090
Q03164	P01903	KMT2A	HLA-DRA	True	True	False	True	True	False	1	CollecTRI:20181089	CollecTRI;ExTRI_CollecTRI	2	1	1	20181089
P49716	P80188	CEBPD	LCN2	True	True	False	True	True	False	2	CollecTRI:20220144;CollecTRI:22514649	CollecTRI;ExTRI_CollecTRI	2	1	2	20220144;22514649
P39880	P16070	CUX1	CD44	True	True	False	True	True	False	1	CollecTRI:20357818	CollecTRI;ExTRI_CollecTRI	2	1	1	20357818
Q13948	P16070	CUX1	CD44	True	True	False	True	True	False	1	CollecTRI:20357818	CollecTRI;ExTRI_CollecTRI	2	1	1	20357818
Q00653	P16070	NFKB2	CD44	True	True	False	True	True	False	1	CollecTRI:20357818	CollecTRI;DoRothEA;ExTRI_CollecTRI;ReMap_DoRothEA	4	2	1	20357818
O43474	P36897	KLF4	TGFBR1	True	True	False	True	True	False	1	CollecTRI:20375011	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	20375011
Q00613	P25445	HSF1	FAS	True	True	False	True	True	False	1	CollecTRI:20396959	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	1	20396959
P05412	P19957	JUN	PI3	True	True	False	True	True	False	1	CollecTRI:20411591	CollecTRI;ExTRI_CollecTRI	2	1	1	20411591
Q15361	P08047	TTF1	SP1	True	True	False	True	True	False	1	CollecTRI:20418387	CollecTRI;ExTRI_CollecTRI	2	1	1	20418387
COMPLEX:Q04206	Q9UIL8	RELA	PHF11	True	True	False	True	True	False	1	CollecTRI:20421878	CollecTRI;ExTRI_CollecTRI	2	1	1	20421878
COMPLEX:P19838	Q9UIL8	NFKB1	PHF11	True	True	False	True	True	False	1	CollecTRI:20421878	CollecTRI;ExTRI_CollecTRI	2	1	1	20421878
COMPLEX:Q01201	Q9UIL8	RELB	PHF11	True	True	False	True	True	False	1	CollecTRI:20421878	CollecTRI;ExTRI_CollecTRI	2	1	1	20421878
COMPLEX:Q00653	Q9UIL8	NFKB2	PHF11	True	True	False	True	True	False	1	CollecTRI:20421878	CollecTRI;ExTRI_CollecTRI	2	1	1	20421878
COMPLEX:Q04864	Q9UIL8	REL	PHF11	True	True	False	True	True	False	1	CollecTRI:20421878	CollecTRI;ExTRI_CollecTRI	2	1	1	20421878
P19838	P08047	NFKB1	SP1	True	True	False	False	False	False	1	CollecTRI:20427719	CollecTRI;ExTRI_CollecTRI	2	1	1	20427719
P05412	P30279	JUN	CCND2	True	True	False	True	True	False	1	CollecTRI:20498046	CollecTRI;DoRothEA;ExTRI_CollecTRI;RegNetwork_DoRothEA;TRED_DoRothEA	5	2	1	20498046
O75626	P46013	PRDM1	MKI67	True	True	False	True	True	False	2	CollecTRI:20530581;DoRothEA:20530581	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	1	20530581
P01106	O43251	MYC	RBFOX2	True	True	False	True	True	False	1	CollecTRI:20573831	CollecTRI;ExTRI_CollecTRI	2	1	1	20573831
P05412	O43251	JUN	RBFOX2	True	True	False	True	True	False	1	CollecTRI:20573831	CollecTRI;ExTRI_CollecTRI	2	1	1	20573831
P01106	P02786	MYC	TFRC	True	True	False	True	True	False	6	CollecTRI:12695333;CollecTRI:14519204;CollecTRI:16466700;CollecTRI:20631077;CollecTRI:3302722;HTRIdb:12695333	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	13	3	5	12695333;14519204;16466700;20631077;3302722
P22736	O15392	NR4A1	BIRC5	True	False	True	True	False	True	1	CollecTRI:20660371	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	20660371
Q14872	Q9NP59	MTF1	SLC40A1	True	True	False	True	True	False	1	CollecTRI:20688958	CollecTRI;ExTRI_CollecTRI	2	1	1	20688958
Q13330	P19875	MTA1	CXCL2	True	True	False	True	True	False	1	CollecTRI:20702415	CollecTRI;ExTRI_CollecTRI	2	1	1	20702415
P17676	Q13131	CEBPB	PRKAA1	True	True	False	True	True	False	1	CollecTRI:20797423	CollecTRI;ExTRI_CollecTRI	2	1	1	20797423
Q9NRM2	P35226	ZNF277	BMI1	True	True	False	True	True	False	1	CollecTRI:20808772	CollecTRI;ExTRI_CollecTRI	2	1	1	20808772
P10244	P30279	MYBL2	CCND2	True	True	False	True	True	False	1	CollecTRI:20857481	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	20857481
P10244	P30305	MYBL2	CDC25B	True	True	False	True	True	False	1	CollecTRI:20857481	CollecTRI;ExTRI_CollecTRI	2	1	1	20857481
Q9NQB0	Q969W9	TCF7L2	PMEPA1	True	True	False	True	True	False	1	CollecTRI:20889500	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	4	1	1	20889500
Q04206	Q9HC84	RELA	MUC5B	True	True	False	True	True	False	2	CollecTRI:20935193;DoRothEA:20935193	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	1	20935193
P01106	Q13426	MYC	XRCC4	True	True	False	True	True	False	1	CollecTRI:20940401	CollecTRI;ExTRI_CollecTRI	2	1	1	20940401
P08047	P46013	SP1	MKI67	True	True	False	True	True	False	4	CollecTRI:20963645;CollecTRI:21611785;CollecTRI:22125028;CollecTRI:22890831	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	4	20963645;21611785;22125028;22890831
P08047	Q9NZD2	SP1	GLTP	True	True	False	True	True	False	1	CollecTRI:20974858	CollecTRI;ExTRI_CollecTRI	2	1	1	20974858
Q02447	Q9NZD2	SP3	GLTP	True	True	False	True	True	False	1	CollecTRI:20974858	CollecTRI;ExTRI_CollecTRI	2	1	1	20974858
Q9BRR0	P30279	ZKSCAN3	CCND2	True	True	False	True	True	False	1	CollecTRI:21057542	CollecTRI;ExTRI_CollecTRI	2	1	1	21057542
P08047	Q03060	SP1	CREM	True	True	False	True	True	False	3	CollecTRI:21097497;CollecTRI:21757709;CollecTRI:22281835	CollecTRI;DoRothEA;ExTRI_CollecTRI;IntAct_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	3	21097497;21757709;22281835
P11473	P16070	VDR	CD44	True	True	False	True	True	False	1	CollecTRI:21115634	CollecTRI;ExTRI_CollecTRI	2	1	1	21115634
Q15361	Q9HC84	TTF1	MUC5B	True	False	True	True	False	True	1	CollecTRI:21126317	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	21126317
Q92908	Q9HC84	GATA6	MUC5B	True	True	False	True	True	False	1	CollecTRI:21126317	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	21126317
Q13761	P01033	RUNX3	TIMP1	True	True	False	True	True	False	2	CollecTRI:21128246;DoRothEA:21128246	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	1	21128246
P41134	P16070	ID1	CD44	True	True	False	True	True	False	1	CollecTRI:21156287	CollecTRI;ExTRI_CollecTRI	2	1	1	21156287
O15119	Q92908	TBX3	GATA6	True	False	True	True	False	True	1	CollecTRI:21189255	CollecTRI;ExTRI_CollecTRI	2	1	1	21189255
Q15910	O60331	EZH2	PIP5K1C	True	False	True	True	False	True	1	CollecTRI:21216957	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	3	1	1	21216957
P08047	P30305	SP1	CDC25B	True	True	False	True	True	False	2	CollecTRI:21242964;CollecTRI:23160377	CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI	3	1	2	21242964;23160377
P04637	P30305	TP53	CDC25B	True	False	True	True	False	True	5	CollecTRI:20176018;CollecTRI:21242964;CollecTRI:23160377;DoRothEA:21242964;HTRIdb:21242964	CollecTRI;DoRothEA;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;HTRIdb;HTRIdb_DoRothEA	7	3	3	20176018;21242964;23160377
P25490	Q06643	YY1	LTB	True	True	False	True	True	False	1	CollecTRI:21248773	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	21248773
Q03933	Q16665	HSF2	HIF1A	True	True	False	True	True	False	2	CollecTRI:21258402;DoRothEA:21258402	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	1	21258402
Q00613	P19876	HSF1	CXCL3	True	True	False	True	True	False	1	CollecTRI:21266308	CollecTRI;ExTRI_CollecTRI	2	1	1	21266308
P14859	Q9UIL8	POU2F1	PHF11	True	True	False	True	True	False	1	CollecTRI:21320718	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	21320718
P04637	P30279	TP53	CCND2	True	True	False	True	True	False	2	CollecTRI:21357466;CollecTRI:21610700	CollecTRI;DoRothEA;ExTRI_CollecTRI;PAZAR_DoRothEA	4	2	2	21357466;21610700
P42229	P02786	STAT5A	TFRC	True	True	False	True	True	False	2	CollecTRI:18552213;CollecTRI:21359952	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	3	1	2	18552213;21359952
Q00059	O15392	TFAM	BIRC5	True	True	False	True	True	False	1	CollecTRI:21453679	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	21453679
P01100	P19875	FOS	CXCL2	True	True	False	True	True	False	1	CollecTRI:21507677	ARACNe-GTEx_DoRothEA;CollecTRI;DoRothEA;ExTRI_CollecTRI	4	2	1	21507677
O43474	Q01628	KLF4	IFITM3	True	False	True	True	False	True	2	CollecTRI:21531817;DoRothEA:21531817	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	1	21531817
P35398	O43704	RORA	SULT1B1	True	True	False	True	True	False	1	CollecTRI:21540300	CollecTRI;ExTRI_CollecTRI	2	1	1	21540300
P22415	Q13131	USF1	PRKAA1	True	True	False	True	True	False	1	CollecTRI:21543418	CollecTRI;ExTRI_CollecTRI	2	1	1	21543418
Q06330	O15392	RBPJ	BIRC5	True	True	False	True	True	False	1	CollecTRI:21555376	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	21555376
P17676	P16949	CEBPB	STMN1	True	True	False	True	True	False	1	CollecTRI:21584730	CollecTRI;ExTRI_CollecTRI	2	1	1	21584730
P40763	Q13131	STAT3	PRKAA1	True	True	False	True	True	False	1	CollecTRI:21609394	CollecTRI;ExTRI_CollecTRI	2	1	1	21609394
P20823	P00995	HNF1A	SPINK1	True	True	False	True	True	False	1	CollecTRI:21610753	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	21610753
Q13761	P78504	RUNX3	JAG1	True	False	True	True	False	True	2	CollecTRI:21637926;DoRothEA:21637926	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	6	2	1	21637926
P0DPQ6	P80188	DDIT3	LCN2	True	True	False	True	True	False	2	CollecTRI:21741997;CollecTRI:22800509	CollecTRI;ExTRI_CollecTRI	2	1	2	21741997;22800509
P35638	P80188	DDIT3	LCN2	True	True	False	True	True	False	2	CollecTRI:21741997;CollecTRI:22800509	CollecTRI;ExTRI_CollecTRI	2	1	2	21741997;22800509
Q92993	P16070	KAT5	CD44	True	True	False	True	True	False	1	CollecTRI:21858214	CollecTRI;ExTRI_CollecTRI	2	1	1	21858214
P67809	P35226	YBX1	BMI1	True	True	False	True	True	False	1	CollecTRI:21876555	CollecTRI;ExTRI_CollecTRI	2	1	1	21876555
Q9NS37	Q13131	CREBZF	PRKAA1	True	True	False	True	True	False	1	CollecTRI:21994947	CollecTRI;ExTRI_CollecTRI	2	1	1	21994947
P04637	P46937	TP53	YAP1	True	True	False	True	True	False	2	CollecTRI:22068052;CollecTRI:23760493	CollecTRI;DoRothEA;ExTRI_CollecTRI;PAZAR_DoRothEA	4	2	2	22068052;23760493
P04637	P50148	TP53	GNAQ	True	True	False	True	True	False	1	CollecTRI:22074401	CollecTRI;ExTRI_CollecTRI	2	1	1	22074401
P08047	P25445	SP1	FAS	True	True	False	True	True	False	6	CollecTRI:10022897;CollecTRI:10871852;CollecTRI:22084312;CollecTRI:9261184;CollecTRI:9300785;DoRothEA:22084312	CollecTRI;DoRothEA;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;RegNetwork_DoRothEA;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRD_DoRothEA;TRRUST_CollecTRI;TRRUST_DoRothEA	11	2	5	10022897;10871852;22084312;9261184;9300785
P25208	P30305	NFYB	CDC25B	True	True	False	True	True	False	1	CollecTRI:22132193	CollecTRI;ExTRI_CollecTRI	2	1	1	22132193
Q92664	Q9UMX3	GTF3A	BOK	True	True	False	True	True	False	1	CollecTRI:22185759	CollecTRI;ExTRI_CollecTRI	2	1	1	22185759
P11831	Q9UMX3	SRF	BOK	True	True	False	True	True	False	1	CollecTRI:22185759	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	22185759
Q00613	Q9UBT6	HSF1	POLK	True	True	False	True	True	False	2	CollecTRI:22227292;DoRothEA:22227292	CollecTRI;DoRothEA;ExTRI_CollecTRI;TRRUST_CollecTRI;TRRUST_DoRothEA	5	2	1	22227292
Q13118	O95997	KLF10	PTTG1	True	False	True	True	False	True	1	CollecTRI:22234868	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	22234868
Q9BQA5	P16070	HINFP	CD44	True	True	False	True	True	False	1	CollecTRI:22288532	CollecTRI;ExTRI_CollecTRI	2	1	1	22288532
P49711	Q06643	CTCF	LTB	True	True	False	True	True	False	1	CollecTRI:22354988	CollecTRI;DoRothEA;ExTRI_CollecTRI;PAZAR_DoRothEA	4	2	1	22354988
O95238	P16949	SPDEF	STMN1	True	True	False	True	True	False	1	CollecTRI:22378487	CollecTRI;ExTRI_CollecTRI	2	1	1	22378487
P37231	P08047	PPARG	SP1	True	True	False	True	True	False	4	CollecTRI:11777901;CollecTRI:15111490;CollecTRI:15908479;CollecTRI:16269451	CollecTRI;GEREDB_CollecTRI	2	1	4	11777901;15111490;15908479;16269451
Q16665	P06702	HIF1A	S100A9	True	True	False	True	True	False	1	CollecTRI:22505354	CollecTRI;ExTRI_CollecTRI;Pavlidis2021_CollecTRI	3	1	1	22505354
Q9Y618	P14635	NCOR2	CCNB1	True	True	False	True	True	False	1	CollecTRI:22508987	CollecTRI;ExTRI_CollecTRI	2	1	1	22508987
Q15910	P18206	EZH2	VCL	True	True	False	True	True	False	1	CollecTRI:22531786	CollecTRI;ExTRI_CollecTRI	2	1	1	22531786
P35398	P11912	RORA	CD79A	True	True	False	True	True	False	1	CollecTRI:22561605	CollecTRI;ExTRI_CollecTRI	2	1	1	22561605
Q15910	P01903	EZH2	HLA-DRA	True	True	False	True	True	False	1	CollecTRI:22563434	CollecTRI;ExTRI_CollecTRI	2	1	1	22563434
P08047	Q13131	SP1	PRKAA1	True	True	False	True	True	False	1	CollecTRI:22582096	CollecTRI;ExTRI_CollecTRI	2	1	1	22582096
P0DPQ6	P25445	DDIT3	FAS	True	True	False	True	True	False	1	CollecTRI:22653339	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	22653339
P35638	P25445	DDIT3	FAS	True	True	False	True	True	False	1	CollecTRI:22653339	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	22653339
Q00653	P25445	NFKB2	FAS	True	False	True	True	False	True	1	CollecTRI:22669972	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	3	1	1	22669972
